textID,text,selected_text,sentiment
05e2e6249b,"yesterday was fun.. 1st concert of the year [i know, i`m late xD].. buena vista social club live FOR FREE..",fun..,positive
0ebbfb4261," i think it`s fun, you gotta hide, and defend from your enemy, fun huh?","i think it`s fun,",positive
c675e8a554,"oh yes, happy star wars day.   May the fourth be with you...",happy star wars day.,positive
8445c3248d,Tryin to upload a new pic but this **** says its too big,****,negative
14211a155e,Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,YAY!I,positive
77dfb0beb2,6789998212 haha love soulja boys new song,love,positive
65fbf2fd60,<--has no internet for the weekend,<--has no internet for the weekend,negative
e438a760c0,My sleeping beauties  I love my grads!! http://twitpic.com/4we5w,love,positive
33cb8c2f5f, wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!,good,positive
13a9290908," thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",thanks.,positive
b195dfe276,**** wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!,****,negative
5d2a5ba5e1,If someone in the family died you would of heard about it. Duhhhhhh. . .,Duhhhhhh.,negative
8f9ccfc5aa, so where r u spinning now that the Hookah is R.I.P.?,R.I.P.?,negative
83bbd4e35e,3am i still cant sleep,3am i still cant sleep,negative
aed2260225,crappy music on the radio,crappy,negative
ba29204d45,dude I have 2 more hours  and I`m all done with my work,I`m all done with my work,positive
b2167e666f, yo u can`t love 1 twin and not the other lol,lol,positive
e9abbd7c09,My breath is weezy.  No more going to knotts when you`ve been sick all week.,been sick,negative
e1e6f52cc8, Just discovered your `Band from TV`... you guys are really good! Love the music,good!,positive
a8a5a1024d, i miss you  !!!! ??,i miss you,negative
6635f4080d, i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,i kno she`s disappointed in me.,negative
b3aa6f64d8, lol yep  tell rhonda i said happy mother`s day!,d happy mother`s day!,positive
74302a9c32," I tried to translate your tweet using google translation service, but it just spat it out back out at me",spat,negative
b4fb68bcd4,Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day,wonderful,positive
acfad4374f," what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",completely dumb,negative
feea5525dc,Down again   seems like it never gonna stop and I`ll never get what i want,d I`ll never get what i want,negative
f7f69165f0,Wonderful weekend  I love my family  & friends because they are awesome. Happy Mothers day to all the mommies <3,. Happy,positive
af5fc488e6, Britains got Talent just gets better every week,Britains got Talent just gets better every week,positive
0a6f559578, it was great to meet ya katie...awesome shows for sure!! Safe travels home.,.awesome,positive
84724bdeec," Its because I put radio 4 on by mistake..I`ll have a cup of tea and a shower, then I`m sure all will fine and dandy, thanks","I`m sure all will fine and dandy, thanks",positive
bf8d6f642a,"It`s beautiful outside. The sun is shining, the birds are singing and I? I`m studying  Wish it were already vacation.",It`s beautiful outside.,positive
1d854b9456,Aww Holly Steel ... Dont cry,Aww,negative
0bd53bf82a, thankyooooou,thankyooooou,positive
5f1c68b046, sorry but I`m not impressed in the slightest b/c u don`t eat ****..more like saddened and confused,not impressed,negative
2cf1943063,"I miss my doggy,my hammy,my turtle && my fishes","I miss my doggy,my hammy,my turtle && my fishes",negative
9dbbf83cc8,in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs,this is so exciting!,positive
2a7ced36f3,the last song all american rejects.......... an amazing song,an amazing song,positive
1356308f0f," Good god, no. You can fit very few swear words into 140 characters","Good god, no.",negative
1171ab4413,"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",Have a great summe,positive
bbf5048387,Kimberlee Hatch!!!!!!! I miss you,miss,negative
abf08a0cff," SAME. its just not happening, and im going out too!. UH-OH.","just not happening,",negative
c652455e68,"got in a fist fight with a old biker guy.......and how dare you even ask, yes i kicked his ****","got in a fist fight with a old biker guy.......and how dare you even ask, yes i kicked his ****",negative
b1e9db3db7,"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",good,positive
886d0c07ed,"_ yeah, just knew him because of your link  HE`S COMPLETELY AMAZING AND HE SINGS PHANTOM!",HE`S COMPLETELY AMAZING,positive
c30a0c9bdd,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,currently unemployed,negative
f93d61fe85, awww i missed it  twitpic?,awww i missed,negative
43abe86bad, glad to hear it`s good bank holiday weather down there to,glad to hear,positive
a128fba637,"ftsk (L) haven`t listened to them in a while. so **** pissed off my with so called `friends`, can`t wait to leave this **** school",****,negative
67e5cfddef,heading out to the park with the kids - hope it does not rain -looking cloudy?,hope,positive
2514780712,_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It`ll be in before that! I hope,hope,positive
8253ec3a01,"just woke up, and my tummy hurts  there`s always something wrong with me :S",hurts,negative
4ca5e6d934, Isn`t MSN in this case a lot easier? Hahaha!,Hahaha!,positive
8d67a270fb,"my laptop broke, who wants to help a girl out and take me to best buy this weekend. please ill feed u.",best,positive
d5b5c0c42a,"Excited!!! Trousers on their way from Topshop, should be here in a couple of days",Excited!!!,positive
a79f3bd311,got woken up early AGAIN  I kinda wana just chill today but there`s so much to do!,so much to do!,negative
aaf786894b," aw, gutted",gutted,negative
f2262dc310,apple fritters are like the perfect after food...don`t you think?,the perfect after food...,positive
66561d0e29,_radio yeah :S i feel all funny cause i haven`t slept enough  i woke my mum up cause i was singing she`s not impressed :S you?,i was singing she`s not impressed,negative
c5bed42662,"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",he`s pissing me off.',negative
bca2d9c495,Gud nite all...will catch you all again tomorrow,Gud nite all..,positive
7fdc880eb9, oh i like this idea,i like,positive
cb80225be4,"I`m so sleepy now...g`night! HAPPY MOTHER`S DAY to your Mother, Mama, Ma, Mommy (whatever you call them. LoL) from Mie!",HAPPY,positive
a983a4dd48,Goodknight Twitterland! Happy Mother`s Day to all you blockhead mommas! Have a wonderful day!,Happy,positive
b27374035d,"Mom, where ever you are; Happy Mothers day",Happy,positive
9f90c74d66,is wishing good night everybody,is wishing good night everybody,positive
e4db70af7f,_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i`m the 12th,y babies r the best!,positive
f207c88b85,  de wereld need more ppl like you! ;),de wereld need more ppl like you!,positive
86c7e297b2,Another loser: ****. I have lost the game more times today than any other day in history.  lost.. http://tinyurl.com/qa4cdv ( ...,Another loser: ****.,negative
4e42307bc0,"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",h: you lack time,negative
df334d0c28, - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,- NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.?,negative
b2706f07b8," **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out","**** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",positive
8d0d418abd, piyaaa! hi. :] im hyper & im bored & im online & im going to find pictures for the noteboook.  still cant send messages. grr.,im hyper & im bored,negative
8c59f7184d,whoops...  not  in my last tweet,whoops..,negative
e04fa17673,graandma`s houseee  i havee too leave now! <3,graandma`s houseee  i havee too leave now! <3,negative
95809b0b7b,Looking forward to the new week with the presentation of my book in a store in Dillingen today and some interesting sales seminars,interesting,positive
578f8db90e,"so star trek pretty much rocked my life ... oh wait, it DID rock my life",star trek pretty much rocked my life,positive
ae1ada9158, Tell me about it! What is obvious in real life makes for great entertainment on TV  It is great to try and figure out the killer,e makes for great entertainment on TV  It is great to try and figure out the kill,positive
1e551df661, I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.,fun.,positive
860faaab6a,"http://twitpic.com/67mj4 - Yes, it is nice. Oh and Kevin`s shirtless too but you don`t see it as well","Yes, it is nice.",positive
07adfb553e,is in the costume shop cleaning and STARVING. Bring me food???,STARVING.,negative
39308d1822," it is, and its shiny and if i could marry it i would.   ps. im good, you?",im goo,positive
d38318e568, lololol i love kenan and kel its rocks soo hard and im watching it now..right now.,i love kenan,positive
8238adb43f, oh my god. i can`t do the end of the dance  *sob*,i can`t do,negative
a8ed4e8266,wants see my friends  ;-) http://plurk.com/p/wxnwa,wants see my friends  ;-) http://plurk.com/p/wxnwa,positive
02f422cb06,is excited for tonight`s party of ron  http://plurk.com/p/sujth,excited,positive
7fcebf699d,Ben I Love yahh babe <333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,Ben I Love yahh babe <333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,positive
ed17162857,im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sounds like a splendid evening to me,splendid ev,positive
754cb4d18e,F1 & Star Trek...what a great Sunday,what a great Sunday,positive
8d3f53c756, I am in the `real world` which apparently involves a lot less twitter....  sorry!,sorry,negative
f170a8c485,Awesome beer pong party at my house in the yard tonight  going in when the sun is rising is officially B.A.,Awesome,positive
f4b27fbd80," What Makes Me Happy? My Daughter, My Family & Their Support, Money, Shopping, & Restaurants",Happy?,positive
d87b8e1979,everything is going wrong in my ' happy day',wrong,negative
36c471e4a7,Doing uni work all weekend. Fun times,Fun times,positive
588a092490,Just when I thought albany couldn`t any worse my ao`s leave me,ao`s leave me,negative
cb25bb10df," i saw the new cities last tuesday, amazing show! and won tickets for tomorrow`s show, but might not be able to make it",won,positive
3029e00aac," sorry bout 2day  bloody typical,goin 4 a laydown now feel sick again,ooo this not nice x",sorry bout 2day,negative
